client_id,age,gender,location,income,income_frequency,monthly_income,profession,financial_goal,loan_type,principal_amount,interest_rate,loan_term_months,emi,Savings,Housing,Food,Transportation,Utilities,Healthcare,Debt Payments,Entertainment,Miscellaneous,peer_group_id
client_0011,54,Female,"Wilsonmouth, DE",78300,Monthly,78300,Customer Service Representative,Home Purchase,Personal Loan,2226190.44,0.0641,357.0,13978.9,24103.3,25306.37,10840.35,6603.41,5234.2,3032.29,3180.08,0.0,0.0,PG_1245
client_0012,52,Female,"New Jill, SD",69700,Monthly,69700,Pharmacist,Debt Repayment,,,,,,12237.31,25826.91,10251.84,5932.85,4417.89,5089.61,5943.59,0.0,0.0,PG_1281
client_0013,40,Female,"Kimberlychester, UT",198000,Monthly,198000,Project Manager,Home Purchase,Mortgage,903186.44,0.0452,94.0,11428.23,63506.21,59002.05,18843.76,11144.03,7945.01,15058.36,22500.59,0.0,0.0,PG_2475
client_0014,23,Male,"Ericton, WV",39800,Monthly,39800,Electrician,Education Funding (Child/Self),Credit Card Debt,216511.0,0.0417,,,12451.39,12060.91,5745.02,2570.42,2807.55,1437.48,1944.74,782.48,0.0,PG_127
client_0015,24,Female,"Port Alexandriashire, UT",107800,Bi-Weekly,233600,Customer Service Representative,Retirement,,,,,,73827.98,79042.39,29587.64,30168.8,12046.33,8926.86,0.0,0.0,0.0,PG_112
client_0016,21,Male,"West Timothyfurt, PW",44100,Monthly,44100,Financial Analyst,Home Purchase,,,,,,8643.42,16014.86,4363.29,4073.98,2848.12,2914.94,2957.13,2284.26,0.0,PG_135
client_0017,42,Female,"New Christianfurt, ID",40100,Monthly,40100,Administrative Assistant,Healthcare Savings,,,,,,12381.64,9292.58,5630.07,2495.44,2471.18,2644.96,5184.13,0.0,0.0,PG_738
client_0018,57,Male,"Rioshaven, KY",277500,Monthly,277500,Mechanic,Travel,Auto Loan,4476064.92,0.1265,90.0,77244.25,78857.77,87576.33,43061.12,33447.21,16257.0,18300.57,0.0,0.0,0.0,PG_3104
client_0019,55,Male,"Port John, NM",141000,Monthly,141000,Project Manager,Early Financial Freedom/FIRE,Credit Card Debt,160742.67,0.0945,,,43825.42,54936.02,17246.44,17516.48,5336.65,2138.98,0.0,0.0,0.0,PG_1349
client_0020,55,Female,"New Williamburgh, FL",32200,Monthly,32200,Retail Manager,Investment Growth,,,,,,2737.36,9881.3,4364.45,4152.59,2532.1,1659.81,5250.01,1622.38,0.0,PG_1356
client_0021,34,Male,"Jamesmouth, SC",54700,Monthly,54700,Pharmacist,Healthcare Savings,Mortgage,312201.32,0.0564,323.0,1880.37,10854.62,20062.26,9191.02,5876.6,3970.47,1822.83,2922.21,0.0,0.0,PG_778
client_0022,34,Female,"Port Katelynville, PA",110600,Monthly,110600,Lawyer,Home Purchase,Credit Card Debt,417463.13,0.1027,,,16673.2,26242.99,14445.02,16331.63,6362.35,2959.45,19203.32,2571.03,5811.01,PG_675
client_0023,59,Male,"Port Lindsayshire, GU",48300,Monthly,48300,Project Manager,Retirement,Personal Loan,934859.06,0.1249,261.0,10428.4,3170.11,14606.42,8264.57,2520.99,3550.02,2690.04,4113.7,4598.32,4785.83,PG_1372
client_0024,26,Other,"East Michael, MH",38400,Monthly,38400,Administrative Assistant,Healthcare Savings,,,,,,8548.21,15009.13,6277.97,5025.36,2530.24,1009.09,0.0,0.0,0.0,PG_208
client_0025,27,Male,"Derrickland, MT",177200,Monthly,177200,Financial Analyst,Travel,,,,,,44470.47,57725.83,20422.16,18507.02,11963.03,17351.22,6760.26,0.0,0.0,PG_1984
client_0026,54,Male,"Port Bradley, DC",41700,Bi-Weekly,90400,Software Engineer,Retirement,,,,,,14247.94,32602.68,18105.76,11391.04,6035.8,5350.78,2665.99,0.0,0.0,PG_1202
client_0027,40,Male,"North Matthewtown, SC",48500,Monthly,48500,Customer Service Representative,Home Purchase,,,,,,8173.63,16962.03,10332.09,2541.11,2559.69,4536.5,3394.94,0.0,0.0,PG_775
client_0028,34,Male,"Francoside, MI",82000,Bi-Weekly,177700,Lawyer,Retirement,,,,,,10942.3,65335.27,28754.23,24088.21,10059.23,12436.51,26084.24,0.0,0.0,PG_812
client_0029,56,Female,"East Sherri, SD",107000,Monthly,107000,Data Scientist,Investment Growth,Credit Card Debt,469413.97,0.144,,,12151.8,37773.05,18962.11,7789.85,4581.55,8092.91,7461.97,9549.9,636.88,PG_1286
client_0030,62,Male,"Berghaven, SC",51800,Monthly,51800,Business Analyst,Home Purchase,,,,,,15953.31,14000.75,9926.77,3381.33,4219.34,3329.01,989.5,0.0,0.0,PG_1365
client_0031,33,Female,"Alexandrahaven, SC",134700,Annually,11200,Software Engineer,Debt Repayment,,,,,,1959.93,4387.84,1974.01,1223.58,628.98,916.22,109.43,0.0,0.0,PG_181
client_0032,29,Female,"Glassview, IA",58100,Annually,4800,Business Analyst,Investment Growth,,,,,,302.81,1565.3,817.8,636.75,257.63,291.93,650.55,168.41,108.82,PG_236
client_0033,30,Other,"Michellehaven, DE",68500,Monthly,68500,Project Manager,Retirement,Auto Loan,1326149.78,0.0975,37.0,41640.28,15361.39,19414.02,11412.38,9909.91,3393.12,5563.34,3445.85,0.0,0.0,PG_062
client_0034,31,Male,"Adamchester, DC",112500,Monthly,112500,Project Manager,Emergency Fund Building,,,,,,19183.61,45763.75,14318.8,7911.21,9062.24,4585.06,11606.09,69.24,0.0,PG_023
client_0035,22,Female,"South Jeff, AZ",50600,Monthly,50600,Doctor,Early Financial Freedom/FIRE,,,,,,16396.69,20323.11,6634.92,5109.94,2135.33,0.0,0.0,0.0,0.0,PG_249
client_0036,55,Female,"Lake Brianport, NE",161000,Monthly,161000,Marketing Specialist,Emergency Fund Building,,,,,,24856.53,61413.73,25889.32,15691.65,11017.28,8857.03,10350.75,2923.72,0.0,PG_3203
client_0037,43,Female,"Dunlapport, VT",79100,Annually,6600,Doctor,Emergency Fund Building,Auto Loan,120567.55,0.1145,222.0,1309.53,1224.72,2312.92,706.38,975.76,325.02,534.24,520.97,0.0,0.0,PG_853
client_0038,30,Female,"Port Travisport, VA",35900,Monthly,35900,Teacher,Home Purchase,,,,,,9562.34,13068.75,6678.35,2731.01,1659.07,1373.41,827.07,0.0,0.0,PG_275
client_0039,31,Male,"Ethanbury, MI",90600,Monthly,90600,Retail Manager,Home Purchase,Credit Card Debt,219520.33,0.1496,,,20052.93,21017.44,9687.27,10535.47,4237.97,6922.72,5375.78,4834.5,7935.91,PG_225
client_0040,36,Male,"Port Tammyville, MS",84800,Monthly,84800,Sales Manager,Travel,,,,,,8348.4,28348.03,14497.22,7046.34,4620.63,6452.69,7794.93,5899.37,1792.39,PG_874
client_0041,38,Male,"Taylorville, PA",41900,Annually,3500,Business Analyst,Retirement,,,,,,817.43,1042.58,392.02,384.33,200.78,70.9,369.58,205.2,17.18,PG_672
client_0042,64,Male,"Jamesside, ID",153600,Monthly,153600,Project Manager,Travel,Mortgage,5239184.11,0.0589,209.0,40139.97,22401.52,44862.1,31727.25,21413.25,9035.34,15627.58,8532.95,0.0,0.0,PG_3094
client_0043,33,Female,"Smithmouth, TN",181700,Monthly,181700,Project Manager,Home Purchase,,,,,,25775.42,46531.03,31812.14,28476.48,6811.8,8221.72,16063.94,7416.8,10590.68,PG_2065
client_0044,41,Female,"East John, MA",172500,Monthly,172500,Business Analyst,Debt Repayment,Personal Loan,184253.14,0.0629,144.0,1826.09,49573.44,49116.33,29956.91,10774.03,5718.76,5392.62,21967.91,0.0,0.0,PG_2661
client_0045,41,Female,"Wilsonburgh, NC",155500,Annually,13000,Mechanic,Retirement,,,,,,2897.48,4755.57,2083.6,705.47,719.57,972.38,737.04,128.9,0.0,PG_2452
client_0046,31,Male,"North Alec, MN",95800,Monthly,95800,Doctor,Healthcare Savings,,,,,,17542.37,31079.81,11491.49,5485.49,6772.99,8943.69,9731.57,4752.58,0.0,PG_078
client_0047,33,Male,"Sandratown, OH",60600,Monthly,60600,Pharmacist,Education Funding (Child/Self),,,,,,16948.35,16573.27,9156.4,5744.48,4026.96,3618.71,4531.83,0.0,0.0,PG_317
client_0048,34,Male,"East Warren, WV",86200,Monthly,86200,Registered Nurse,Home Purchase,,,,,,29867.88,23168.38,12070.75,7066.29,3341.63,4983.08,5702.0,0.0,0.0,PG_715
client_0049,55,Female,"Carterview, ND",57200,Monthly,57200,Chef,Retirement,Auto Loan,1630386.94,0.0996,350.0,14321.89,10609.88,14661.28,5420.52,7613.85,1703.56,3422.78,6101.82,3843.77,3822.54,PG_1502
client_0050,59,Female,"Owensbury, PW",49500,Monthly,49500,Teacher,Retirement,,,,,,17130.72,11191.76,6021.67,4597.13,2646.37,4962.5,2949.84,0.0,0.0,PG_1312
client_0051,50,Male,"North Michaelberg, NH",52500,Monthly,52500,Plumber,Travel,,,,,,8264.78,18752.18,9871.02,7305.58,2563.24,3912.15,1831.05,0.0,0.0,PG_1514
client_0052,60,Female,"New Crystalfort, OH",91100,Monthly,91100,Registered Nurse,Travel,,,,,,17657.11,26449.12,16934.26,10615.43,5265.93,5745.94,8432.22,0.0,0.0,PG_1494
client_0053,54,Male,"South Rodney, IL",142500,Monthly,142500,Lawyer,Retirement,Credit Card Debt,295093.79,0.033,,,47110.06,39728.96,24591.38,10422.56,9965.38,6257.97,4423.69,0.0,0.0,PG_1522
client_0054,39,Female,"Alexanderside, WY",550100,Annually,45800,Project Manager,Home Purchase,Personal Loan,1257517.44,0.0432,84.0,17375.76,7971.97,13449.02,8533.58,6135.0,2899.78,1483.5,5327.14,0.0,0.0,PG_6255
client_0055,40,Female,"West Jeffreyville, MN",156500,Monthly,156500,Customer Service Representative,Investment Growth,,,,,,19380.13,50279.46,25387.61,17935.04,9114.54,14598.59,19804.64,0.0,0.0,PG_2436
client_0056,56,Male,"East Danielland, CT",40500,Monthly,40500,Plumber,Retirement,Mortgage,1359282.59,0.1128,66.0,27731.56,5656.41,16939.98,5836.14,4022.92,1675.79,3339.86,2037.67,991.24,0.0,PG_1542
client_0057,37,Male,"Shauntown, MO",87800,Bi-Weekly,190200,Chef,Retirement,,,,,,30200.02,51652.0,34397.58,23073.89,10904.52,12075.95,9747.98,9977.54,8170.51,PG_962
client_0058,35,Male,"Lake Melvinburgh, ND",92400,Monthly,92400,Business Analyst,Emergency Fund Building,,,,,,28990.51,35154.03,16742.34,7272.93,4240.2,0.0,0.0,0.0,0.0,PG_913
client_0059,42,Male,"Smithbury, MS",118400,Bi-Weekly,256500,Teacher,Retirement,,,,,,56202.03,97835.22,42098.62,15830.21,9912.82,5645.1,28976.0,0.0,0.0,PG_872
client_0060,53,Male,"Chapmanchester, MS",61600,Monthly,61600,Financial Analyst,Home Purchase,,,,,,7109.5,21584.16,10299.34,4609.89,2451.26,3007.34,3817.88,1808.97,6911.65,PG_1465
client_0061,28,Male,"New Christina, MO",100800,Monthly,100800,Retail Manager,Home Purchase,Personal Loan,244352.18,0.0555,149.0,2273.01,27559.75,24565.66,18322.95,5055.12,4162.82,5073.17,16060.53,0.0,0.0,PG_375
client_0062,39,Female,"East Josephland, IA",532900,Monthly,532900,Registered Nurse,Retirement,Mortgage,2012453.12,0.0619,257.0,14157.88,39789.45,149689.15,67449.56,38954.6,20380.65,39150.82,56799.07,28919.34,91767.35,PG_6132
client_0063,34,Female,"Deniseborough, TX",142700,Monthly,142700,Software Engineer,Retirement,Personal Loan,3844532.82,0.0474,134.0,37014.16,20864.57,35907.18,15259.03,9946.96,5775.91,11349.54,19393.42,3431.3,20772.08,PG_972
client_0064,48,Female,"East Heatherside, HI",132100,Bi-Weekly,286200,Sales Manager,Travel,,,,,,83827.73,81605.18,42761.93,32539.84,16663.9,21148.7,7652.71,0.0,0.0,PG_594
client_0065,29,Female,"South Carrieside, ND",196500,Monthly,196500,Lawyer,Debt Repayment,,,,,,48225.05,56638.15,31893.94,14836.49,6744.14,5460.19,32702.04,0.0,0.0,PG_2091
client_0066,54,Male,"Vanessaville, PW",16700,Annually,1400,Business Analyst,Early Financial Freedom/FIRE,,,,,,85.42,384.09,249.75,73.42,110.52,58.9,170.58,85.16,182.15,PG_1319
client_0067,32,Female,"Port Adrianchester, NJ",38300,Monthly,38300,Data Scientist,Travel,,,,,,4593.43,13515.09,4249.54,5060.93,1434.77,2253.28,6248.34,944.6,0.0,PG_394
client_0068,26,Other,"Timothyton, IL",47900,Monthly,47900,Software Engineer,Debt Repayment,,,,,,2428.71,13421.92,5848.27,2726.88,2606.69,2050.1,7902.73,2437.73,8476.98,PG_341
client_0069,61,Male,"Cunninghamview, DE",112100,Monthly,112100,Truck Driver,Debt Repayment,,,,,,25935.68,32860.0,17515.82,6770.33,5165.04,5509.15,10222.71,3405.75,4715.52,PG_1241
client_0070,40,Male,"Ericville, UT",67600,Monthly,67600,Customer Service Representative,Investment Growth,Personal Loan,1265455.53,0.0808,42.0,34690.46,12367.86,19584.14,11875.52,9354.15,5212.36,3717.49,5488.48,0.0,0.0,PG_706
client_0071,21,Other,"East Travisland, PW",171300,Monthly,171300,Software Engineer,Early Financial Freedom/FIRE,Mortgage,3336915.22,0.0494,49.0,75341.34,50178.54,52751.05,26045.79,25699.67,9937.47,6687.48,0.0,0.0,0.0,PG_1909
client_0072,52,Female,"Porterfort, MO",41700,Monthly,41700,Business Analyst,Debt Repayment,,,,,,11120.38,10541.52,5531.49,2260.94,1767.59,2667.33,5554.03,2256.72,0.0,PG_1551
client_0073,19,Male,"New Greggtown, CO",115000,Monthly,115000,Business Analyst,Healthcare Savings,Auto Loan,297565.31,0.0622,64.0,5474.52,20268.11,34911.92,11850.77,5714.75,5156.1,5153.53,13614.11,6933.93,11396.77,PG_018
client_0074,28,Male,"Carolineview, RI",55800,Monthly,55800,Sales Manager,Travel,Auto Loan,1636608.31,0.0748,236.0,13261.58,9135.47,15749.52,5417.45,6745.78,2305.47,1285.25,7543.83,2366.37,5250.86,PG_404
client_0075,43,Male,"New Marcus, NV",113400,Annually,9400,Sales Manager,Debt Repayment,Credit Card Debt,54029.45,0.088,,,727.47,3016.76,1528.46,1045.03,396.95,510.59,939.57,399.19,835.97,PG_1001
client_0076,22,Female,"Davisland, GA",68800,Monthly,68800,Doctor,Investment Growth,Auto Loan,2406008.62,0.1196,95.0,39292.78,19672.84,19020.6,9526.26,7329.15,5033.12,4539.58,3678.46,0.0,0.0,PG_426
client_0077,22,Male,"South Lauren, NE",130500,Monthly,130500,Data Scientist,Retirement,,,,,,44264.35,48576.53,16434.03,15179.99,6045.09,0.0,0.0,0.0,0.0,PG_252
client_0078,54,Male,"East Franciscofurt, VI",157800,Monthly,157800,Financial Analyst,Retirement,Personal Loan,1893642.69,0.0623,16.0,123643.02,19783.87,50960.29,21653.66,8042.03,9949.08,14847.7,10935.33,7167.11,14460.93,PG_3382
client_0079,18,Female,"Travisside, MO",80500,Monthly,80500,Administrative Assistant,Debt Repayment,,,,,,10027.05,22573.4,10974.69,12023.53,6576.85,4534.3,5586.76,6720.81,1482.61,PG_371
client_0080,45,Male,"Lake Amberstad, FL",175600,Monthly,175600,Doctor,Home Purchase,Personal Loan,884119.5,0.0328,79.0,12458.25,18177.08,58836.43,16872.15,8328.84,7402.06,12414.41,19219.09,10095.27,24254.67,PG_2535
client_0081,47,Female,"Hollyfurt, PR",89400,Monthly,89400,Mechanic,Travel,,,,,,12368.52,26018.72,9217.93,6239.5,3914.64,7775.82,7919.85,8010.37,7934.65,PG_1034
client_0082,26,Female,"Bennettstad, MH",95500,Monthly,95500,Truck Driver,Education Funding (Child/Self),Auto Loan,3024297.87,0.1299,165.0,39407.07,20563.23,25680.97,16982.94,9624.09,4997.78,3918.48,12751.36,981.16,0.0,PG_207
client_0083,49,Female,"Lake Ashley, MP",57100,Monthly,57100,Marketing Specialist,Home Purchase,,,,,,12095.68,18740.86,7593.49,6594.41,3346.51,4646.85,4082.2,0.0,0.0,PG_1635
client_0084,45,Male,"East James, OR",63300,Monthly,63300,Accountant,Retirement,,,,,,3262.84,24588.91,6408.72,7279.89,2319.78,5474.07,9971.4,1748.85,2245.55,PG_1052
client_0085,19,Female,"North Kevin, MS",60300,Annually,5000,Software Engineer,Retirement,Personal Loan,85505.57,0.0747,28.0,3337.07,700.99,1861.7,805.05,346.68,181.53,378.13,725.91,0.0,0.0,PG_282
client_0086,23,Female,"West Jeffreyborough, AZ",117200,Monthly,117200,Plumber,Home Purchase,,,,,,20726.88,30631.93,13862.47,11463.65,6339.21,9717.1,19336.57,5122.17,0.0,PG_245
client_0087,44,Female,"South Amanda, GU",283000,Monthly,283000,Chef,Healthcare Savings,,,,,,29043.12,76943.26,38019.68,36475.15,14406.56,14751.58,29107.73,10835.13,33417.79,PG_4328
client_0088,64,Male,"South Courtneyborough, FL",112500,Monthly,112500,Customer Service Representative,Retirement,,,,,,21917.2,37922.73,12340.58,9407.46,5914.79,7695.16,13731.43,3309.64,261.01,PG_1352
client_0089,44,Male,"East Laura, DC",94100,Monthly,94100,Project Manager,Retirement,,,,,,5234.5,27222.66,11150.74,8060.4,3083.14,8679.33,8547.86,6136.65,15984.73,PG_612
client_0090,23,Female,"Davidstad, HI",157900,Annually,13200,Truck Driver,Home Purchase,,,,,,3439.28,3977.59,1709.56,1965.37,903.99,903.21,301.0,0.0,0.0,PG_1775
client_0091,39,Male,"Steventown, ND",53600,Monthly,53600,Retail Manager,Early Financial Freedom/FIRE,,,,,,17456.55,20545.42,7737.15,6025.29,1835.59,0.0,0.0,0.0,0.0,PG_919
client_0092,20,Female,"Snyderburgh, SD",68400,Annually,5700,Customer Service Representative,Home Purchase,Personal Loan,122122.31,0.1101,148.0,1512.03,1264.36,2027.44,787.57,667.32,190.86,568.58,193.87,0.0,0.0,PG_105
client_0093,49,Male,"Christopherville, MN",61800,Monthly,61800,Doctor,Education Funding (Child/Self),,,,,,4063.22,21725.61,8114.01,3836.58,3224.14,1662.41,9904.66,1290.27,7979.1,PG_1257
client_0094,33,Male,"Port Lauraside, RI",129200,Monthly,129200,Plumber,Travel,,,,,,9081.52,41610.28,17581.76,12889.6,5146.57,9027.42,13194.07,11361.97,9306.82,PG_404
client_0095,51,Female,"Johnport, FL",18500,Monthly,18500,Plumber,Healthcare Savings,,,,,,4262.3,5252.37,2302.73,1032.2,726.16,1247.12,3557.68,119.45,0.0,PG_1358
client_0096,25,Male,"Terrellville, ND",24000,Monthly,24000,Sales Manager,Debt Repayment,,,,,,4496.02,8560.92,3452.59,3030.22,704.0,2156.53,1599.73,0.0,0.0,PG_321
client_0097,61,Female,"Port Andrew, AZ",123800,Bi-Weekly,268200,Truck Driver,Travel,Credit Card Debt,961405.87,0.0817,,,75221.44,92818.43,46378.13,36548.51,17233.5,0.0,0.0,0.0,0.0,PG_1424
client_0098,44,Male,"Lake Cynthiafort, LA",81700,Monthly,81700,Sales Manager,Debt Repayment,,,,,,8117.25,25551.65,13675.75,12317.35,2816.53,4967.09,14254.39,0.0,0.0,PG_1061
client_0099,33,Male,"Stephanietown, NJ",45000,Monthly,45000,Truck Driver,Education Funding (Child/Self),,,,,,13698.81,14576.13,7754.62,3772.99,3401.19,1796.25,0.0,0.0,0.0,PG_397
client_0100,29,Male,"Andrewmouth, NM",116900,Monthly,116900,Doctor,Education Funding (Child/Self),,,,,,19963.28,46488.15,18158.57,14971.79,9490.27,4964.66,2863.28,0.0,0.0,PG_167
client_0101,59,Male,"Port Tylershire, CA",64400,Annually,5400,Project Manager,Retirement,Credit Card Debt,26926.61,0.0493,,,1688.48,1686.56,697.72,385.66,226.78,389.73,325.07,0.0,0.0,PG_1662
client_0102,33,Female,"Jeremyhaven, KY",90800,Bi-Weekly,196700,Chef,Emergency Fund Building,,,,,,9928.29,76510.37,37362.03,29850.47,5991.03,11837.58,17743.72,4593.29,2883.22,PG_153
client_0103,24,Female,"Gregoryfort, IA",50000,Annually,4200,Electrician,Debt Repayment,Auto Loan,14519.94,0.039,290.0,77.41,294.02,1602.21,681.16,492.08,198.23,411.29,521.01,0.0,0.0,PG_231
client_0104,30,Female,"Marshalltown, VT",146100,Bi-Weekly,316600,Financial Analyst,Education Funding (Child/Self),Auto Loan,9914658.21,0.0848,326.0,77928.55,109191.59,116338.09,44319.66,32758.45,13992.21,0.0,0.0,0.0,0.0,PG_2037
client_0105,61,Male,"Camposfurt, ME",172300,Bi-Weekly,373300,Marketing Specialist,Healthcare Savings,Mortgage,608532.17,0.107,199.0,6544.77,91771.85,103837.96,79309.15,29679.5,14787.03,29776.12,24138.4,0.0,0.0,PG_3008
client_0106,64,Female,"Christinahaven, AR",39600,Monthly,39600,Retail Manager,Education Funding (Child/Self),,,,,,6787.43,9900.02,5250.02,2773.61,2279.1,2336.68,4629.76,1534.2,4109.19,PG_1677
client_0107,20,Male,"Port Sethbury, RI",231700,Monthly,231700,Data Scientist,Home Purchase,Auto Loan,5164837.6,0.118,199.0,59238.07,12951.08,79374.16,41533.16,21059.4,8389.53,18820.03,38472.85,11099.8,0.0,PG_2175
client_0108,47,Male,"East Joseph, CO",24500,Monthly,24500,Sales Manager,Debt Repayment,,,,,,7013.82,8047.11,3989.89,3087.71,1948.86,412.62,0.0,0.0,0.0,PG_601
client_0109,18,Female,"Murphyfurt, NV",86300,Monthly,86300,Business Analyst,Investment Growth,,,,,,4517.33,20768.35,11482.59,5434.4,5354.84,3979.59,4717.05,5777.08,24268.77,PG_416
client_0110,57,Male,"East Oliviaberg, OR",51700,Monthly,51700,Truck Driver,Healthcare Savings,Personal Loan,1453949.73,0.0412,84.0,19956.54,7098.78,14546.08,5747.59,6322.57,2604.36,2198.94,5756.87,3680.5,3744.32,PG_1648
client_0111,27,Female,"Martinfurt, FM",93400,Annually,7800,Software Engineer,Travel,Personal Loan,45279.45,0.0945,141.0,532.83,1474.37,2771.9,930.67,506.54,513.57,544.63,552.23,506.08,0.0,PG_044
client_0112,60,Male,"Davilamouth, RI",118000,Bi-Weekly,255700,Administrative Assistant,Retirement,Personal Loan,6052156.71,0.0966,17.0,382363.86,51193.16,88700.16,39726.44,37705.34,14878.31,14617.31,8879.29,0.0,0.0,PG_1582
client_0113,56,Female,"Kirbyland, ME",282700,Monthly,282700,Retail Manager,Debt Repayment,Personal Loan,7287400.37,0.1422,183.0,97680.58,86310.51,106046.76,35126.92,24421.58,15708.04,11140.19,3945.99,0.0,0.0,PG_4771
client_0114,19,Male,"Kingberg, NC",106400,Monthly,106400,Accountant,Investment Growth,,,,,,20796.61,33761.03,20026.9,9349.45,7042.72,7974.31,7448.98,0.0,0.0,PG_096
client_0115,22,Female,"South Samanthashire, NY",32100,Annually,2700,Data Scientist,Early Financial Freedom/FIRE,Credit Card Debt,15516.65,0.0595,,,374.49,1150.41,342.96,251.34,75.74,230.94,274.12,0.0,0.0,PG_509
client_0116,58,Male,"Port Veronicafurt, NY",88400,Monthly,88400,Software Engineer,Retirement,,,,,,14769.13,31288.12,10846.28,11057.7,6441.66,7546.83,6450.28,0.0,0.0,PG_1682
client_0117,37,Female,"West Raymond, HI",102000,Monthly,102000,Plumber,Retirement,Mortgage,448469.86,0.0822,256.0,3719.92,35456.75,29932.98,19033.44,9439.07,3774.9,4362.85,0.0,0.0,0.0,PG_592
client_0118,31,Female,"Kimberlyton, IN",41100,Annually,3400,Customer Service Representative,Debt Repayment,Personal Loan,109573.57,0.1197,159.0,1377.19,555.98,1346.78,685.13,223.82,99.6,139.95,324.76,23.99,0.0,PG_511
client_0119,54,Other,"New Katherine, ID",60200,Monthly,60200,Retail Manager,Home Purchase,,,,,,8099.94,13990.77,12341.0,8935.01,4490.8,1667.13,8075.66,2599.7,0.0,PG_1325
client_0120,57,Male,"New Isaacchester, WY",46600,Monthly,46600,Lawyer,Healthcare Savings,,,,,,6480.22,18462.1,9201.74,2585.97,3345.94,1882.1,2795.27,1846.67,0.0,PG_1538
client_0121,32,Female,"North Kyleburgh, NY",36500,Annually,3000,Retail Manager,Retirement,Personal Loan,46090.82,0.082,26.0,1940.91,420.95,1222.14,295.84,176.49,200.18,209.27,322.98,118.9,33.24,PG_502
client_0122,41,Male,"Heatherview, ME",90000,Bi-Weekly,195000,Chef,Travel,Mortgage,4768566.92,0.0818,354.0,35733.0,59601.74,77536.57,22429.5,21361.41,8598.91,5471.87,0.0,0.0,0.0,PG_644
client_0123,63,Male,"West Heather, FL",40200,Monthly,40200,Plumber,Early Financial Freedom/FIRE,,,,,,7624.04,13565.86,5791.3,6158.38,2427.6,3592.94,1039.89,0.0,0.0,PG_1359
client_0124,21,Other,"Lake Jennifer, ND",112500,Bi-Weekly,243800,Lawyer,Retirement,,,,,,66400.91,64086.62,41059.69,34395.63,15779.5,10185.4,11892.24,0.0,0.0,PG_322
client_0125,36,Male,"North John, VI",79400,Bi-Weekly,172000,Administrative Assistant,Debt Repayment,Personal Loan,3216441.04,0.0316,28.0,119307.58,30364.82,66125.69,26055.34,15338.04,12165.35,13706.05,8244.71,0.0,0.0,PG_1021
client_0126,29,Male,"New Crystalview, AK",126800,Monthly,126800,Sales Manager,Debt Repayment,,,,,,34802.0,43674.49,22954.22,16935.39,6976.67,1457.24,0.0,0.0,0.0,PG_521
client_0127,58,Female,"South Seanchester, VT",74000,Annually,6200,Project Manager,Debt Repayment,Mortgage,31016.96,0.1271,34.0,1091.1,1012.71,1627.95,1124.48,911.35,346.33,312.03,559.88,305.27,0.0,PG_1441
